ID,Loci,Remove,Reads,N
ADE_25_01287_rbcLverte,rbcLverte,85653,Dada2,11641
ADE_25_01287_rbcLverte,rbcLverte,85653,Adapt,97294
ADE_25_01288_rbcLverte,rbcLverte,84941,Dada2,19722
ADE_25_01288_rbcLverte,rbcLverte,84941,Adapt,104663
ADE_25_01289_rbcLverte,rbcLverte,72524,Dada2,21137
ADE_25_01289_rbcLverte,rbcLverte,72524,Adapt,93661
ADE_25_01290_rbcLverte,rbcLverte,71769,Dada2,27985
ADE_25_01290_rbcLverte,rbcLverte,71769,Adapt,99754
ADE_25_01291_rbcLverte,rbcLverte,83531,Dada2,13893
ADE_25_01291_rbcLverte,rbcLverte,83531,Adapt,97424
ADE_25_01292_rbcLverte,rbcLverte,76969,Dada2,24231
ADE_25_01292_rbcLverte,rbcLverte,76969,Adapt,101200
ADE_25_01293_rbcLverte,rbcLverte,75101,Dada2,27446
ADE_25_01293_rbcLverte,rbcLverte,75101,Adapt,102547
ADE_25_01294_rbcLverte,rbcLverte,64443,Dada2,18857
ADE_25_01294_rbcLverte,rbcLverte,64443,Adapt,83300
ADE_25_01295_rbcLverte,rbcLverte,73767,Dada2,27896
ADE_25_01295_rbcLverte,rbcLverte,73767,Adapt,101663
ADE_25_01296_rbcLverte,rbcLverte,86449,Dada2,39512
ADE_25_01296_rbcLverte,rbcLverte,86449,Adapt,125961
ADE_25_01297_rbcLverte,rbcLverte,88690,Dada2,25100
ADE_25_01297_rbcLverte,rbcLverte,88690,Adapt,113790
ADE_25_01298_rbcLverte,rbcLverte,87245,Dada2,23987
ADE_25_01298_rbcLverte,rbcLverte,87245,Adapt,111232
ADE_25_01299_rbcLverte,rbcLverte,84333,Dada2,73428
ADE_25_01299_rbcLverte,rbcLverte,84333,Adapt,157761
ADE_25_01300_rbcLverte,rbcLverte,84620,Dada2,49369
ADE_25_01300_rbcLverte,rbcLverte,84620,Adapt,133989
ADE_25_01301_rbcLverte,rbcLverte,85657,Dada2,17123
ADE_25_01301_rbcLverte,rbcLverte,85657,Adapt,102780
ADE_25_01302_rbcLverte,rbcLverte,74712,Dada2,16670
ADE_25_01302_rbcLverte,rbcLverte,74712,Adapt,91382
ADE_25_01303_rbcLverte,rbcLverte,80378,Dada2,25695
ADE_25_01303_rbcLverte,rbcLverte,80378,Adapt,106073
ADE_25_01304_rbcLverte,rbcLverte,67498,Dada2,29099
ADE_25_01304_rbcLverte,rbcLverte,67498,Adapt,96597
ADE_25_01305_rbcLverte,rbcLverte,74198,Dada2,25842
ADE_25_01305_rbcLverte,rbcLverte,74198,Adapt,100040
ADE_25_01306_rbcLverte,rbcLverte,75576,Dada2,38824
ADE_25_01306_rbcLverte,rbcLverte,75576,Adapt,114400
ADE_25_01307_rbcLverte,rbcLverte,94521,Dada2,0
ADE_25_01307_rbcLverte,rbcLverte,94521,Adapt,94521
ADE_25_01308_rbcLverte,rbcLverte,61537,Dada2,16209
ADE_25_01308_rbcLverte,rbcLverte,61537,Adapt,77746
ADE_25_01309_rbcLverte,rbcLverte,66633,Dada2,24368
ADE_25_01309_rbcLverte,rbcLverte,66633,Adapt,91001
ADE_25_01310_rbcLverte,rbcLverte,72189,Dada2,16725
ADE_25_01310_rbcLverte,rbcLverte,72189,Adapt,88914
ADE_25_01311_rbcLverte,rbcLverte,79105,Dada2,17084
ADE_25_01311_rbcLverte,rbcLverte,79105,Adapt,96189
ADE_25_01312_rbcLverte,rbcLverte,87859,Dada2,16639
ADE_25_01312_rbcLverte,rbcLverte,87859,Adapt,104498
ADE_25_01313_rbcLverte,rbcLverte,74017,Dada2,17062
ADE_25_01313_rbcLverte,rbcLverte,74017,Adapt,91079
ADE_25_01314_rbcLverte,rbcLverte,62660,Dada2,2433
ADE_25_01314_rbcLverte,rbcLverte,62660,Adapt,65093
ADE_25_01315_rbcLverte,rbcLverte,62222,Dada2,2149
ADE_25_01315_rbcLverte,rbcLverte,62222,Adapt,64371
ADE_25_01316_rbcLverte,rbcLverte,55742,Dada2,4745
ADE_25_01316_rbcLverte,rbcLverte,55742,Adapt,60487
ADE_25_01317_rbcLverte,rbcLverte,64798,Dada2,9496
ADE_25_01317_rbcLverte,rbcLverte,64798,Adapt,74294
ADE_25_01318_rbcLverte,rbcLverte,64899,Dada2,6985
ADE_25_01318_rbcLverte,rbcLverte,64899,Adapt,71884
ADE_25_01319_rbcLverte,rbcLverte,78661,Dada2,10450
ADE_25_01319_rbcLverte,rbcLverte,78661,Adapt,89111
ADE_25_01320_rbcLverte,rbcLverte,96611,Dada2,0
ADE_25_01320_rbcLverte,rbcLverte,96611,Adapt,96611
ADE_25_01321_rbcLverte,rbcLverte,94286,Dada2,38174
ADE_25_01321_rbcLverte,rbcLverte,94286,Adapt,132460
ADE_25_01322_rbcLverte,rbcLverte,76125,Dada2,52332
ADE_25_01322_rbcLverte,rbcLverte,76125,Adapt,128457
ADE_25_01323_rbcLverte,rbcLverte,68955,Dada2,23359
ADE_25_01323_rbcLverte,rbcLverte,68955,Adapt,92314
ADE_25_01324_rbcLverte,rbcLverte,55011,Dada2,5683
ADE_25_01324_rbcLverte,rbcLverte,55011,Adapt,60694
ADE_25_01325_rbcLverte,rbcLverte,66466,Dada2,10453
ADE_25_01325_rbcLverte,rbcLverte,66466,Adapt,76919
ADE_25_01326_rbcLverte,rbcLverte,82267,Dada2,9664
ADE_25_01326_rbcLverte,rbcLverte,82267,Adapt,91931
ADE_25_01327_rbcLverte,rbcLverte,62344,Dada2,3922
ADE_25_01327_rbcLverte,rbcLverte,62344,Adapt,66266
ADE_25_01328_rbcLverte,rbcLverte,75913,Dada2,5277
ADE_25_01328_rbcLverte,rbcLverte,75913,Adapt,81190
ADE_25_01329_rbcLverte,rbcLverte,81321,Dada2,4855
ADE_25_01329_rbcLverte,rbcLverte,81321,Adapt,86176
ADE_25_01330_rbcLverte,rbcLverte,82308,Dada2,12573
ADE_25_01330_rbcLverte,rbcLverte,82308,Adapt,94881
ADE_25_01331_rbcLverte,rbcLverte,66321,Dada2,12458
ADE_25_01331_rbcLverte,rbcLverte,66321,Adapt,78779
ADE_25_01332_rbcLverte,rbcLverte,65858,Dada2,10397
ADE_25_01332_rbcLverte,rbcLverte,65858,Adapt,76255
ADE_25_01333_rbcLverte,rbcLverte,82366,Dada2,0
ADE_25_01333_rbcLverte,rbcLverte,82366,Adapt,82366
ADE_25_01334_rbcLverte,rbcLverte,85582,Dada2,26035
ADE_25_01334_rbcLverte,rbcLverte,85582,Adapt,111617
ADE_25_01335_rbcLverte,rbcLverte,79173,Dada2,19508
ADE_25_01335_rbcLverte,rbcLverte,79173,Adapt,98681
ADE_25_01336_rbcLverte,rbcLverte,72241,Dada2,23625
ADE_25_01336_rbcLverte,rbcLverte,72241,Adapt,95866
ADE_25_01337_rbcLverte,rbcLverte,68103,Dada2,5634
ADE_25_01337_rbcLverte,rbcLverte,68103,Adapt,73737
ADE_25_01338_rbcLverte,rbcLverte,63741,Dada2,4742
ADE_25_01338_rbcLverte,rbcLverte,63741,Adapt,68483
ADE_25_01339_rbcLverte,rbcLverte,59744,Dada2,8423
ADE_25_01339_rbcLverte,rbcLverte,59744,Adapt,68167
ADE_25_01340_rbcLverte,rbcLverte,82137,Dada2,38
ADE_25_01340_rbcLverte,rbcLverte,82137,Adapt,82175
ADE_25_01341_rbcLverte,rbcLverte,82018,Dada2,35004
ADE_25_01341_rbcLverte,rbcLverte,82018,Adapt,117022
ADE_25_01342_rbcLverte,rbcLverte,72596,Dada2,24405
ADE_25_01342_rbcLverte,rbcLverte,72596,Adapt,97001
ADE_25_01343_rbcLverte,rbcLverte,68638,Dada2,6034
ADE_25_01343_rbcLverte,rbcLverte,68638,Adapt,74672
ADE_25_01344_rbcLverte,rbcLverte,80230,Dada2,16430
ADE_25_01344_rbcLverte,rbcLverte,80230,Adapt,96660
ADE_25_01345_rbcLverte,rbcLverte,76983,Dada2,12974
ADE_25_01345_rbcLverte,rbcLverte,76983,Adapt,89957
ADE_25_01346_rbcLverte,rbcLverte,97634,Dada2,32549
ADE_25_01346_rbcLverte,rbcLverte,97634,Adapt,130183
ADE_25_01347_rbcLverte,rbcLverte,85822,Dada2,27766
ADE_25_01347_rbcLverte,rbcLverte,85822,Adapt,113588
ADE_25_01348_rbcLverte,rbcLverte,82846,Dada2,21594
ADE_25_01348_rbcLverte,rbcLverte,82846,Adapt,104440
ADE_25_01349_rbcLverte,rbcLverte,84583,Dada2,19841
ADE_25_01349_rbcLverte,rbcLverte,84583,Adapt,104424
ADE_25_01350_rbcLverte,rbcLverte,86838,Dada2,11797
ADE_25_01350_rbcLverte,rbcLverte,86838,Adapt,98635
ADE_25_01351_rbcLverte,rbcLverte,77975,Dada2,14122
ADE_25_01351_rbcLverte,rbcLverte,77975,Adapt,92097
ADE_25_01352_rbcLverte,rbcLverte,66757,Dada2,4942
ADE_25_01352_rbcLverte,rbcLverte,66757,Adapt,71699
ADE_25_01353_rbcLverte,rbcLverte,63000,Dada2,11515
ADE_25_01353_rbcLverte,rbcLverte,63000,Adapt,74515
ADE_25_01354_rbcLverte,rbcLverte,73079,Dada2,31293
ADE_25_01354_rbcLverte,rbcLverte,73079,Adapt,104372
ADE_25_01355_rbcLverte,rbcLverte,73112,Dada2,30258
ADE_25_01355_rbcLverte,rbcLverte,73112,Adapt,103370
ADE_25_01356_rbcLverte,rbcLverte,67753,Dada2,2432
ADE_25_01356_rbcLverte,rbcLverte,67753,Adapt,70185
ADE_25_01357_rbcLverte,rbcLverte,84055,Dada2,6778
ADE_25_01357_rbcLverte,rbcLverte,84055,Adapt,90833
ADE_25_01358_rbcLverte,rbcLverte,68354,Dada2,3663
ADE_25_01358_rbcLverte,rbcLverte,68354,Adapt,72017
ADE_25_01359_rbcLverte,rbcLverte,86804,Dada2,0
ADE_25_01359_rbcLverte,rbcLverte,86804,Adapt,86804
ADE_25_01360_rbcLverte,rbcLverte,110280,Dada2,25926
ADE_25_01360_rbcLverte,rbcLverte,110280,Adapt,136206
ADE_25_01361_rbcLverte,rbcLverte,84206,Dada2,23319
ADE_25_01361_rbcLverte,rbcLverte,84206,Adapt,107525
ADE_25_01362_rbcLverte,rbcLverte,66241,Dada2,15059
ADE_25_01362_rbcLverte,rbcLverte,66241,Adapt,81300
ADE_25_01363_rbcLverte,rbcLverte,75333,Dada2,12795
ADE_25_01363_rbcLverte,rbcLverte,75333,Adapt,88128
ADE_25_01364_rbcLverte,rbcLverte,68380,Dada2,18082
ADE_25_01364_rbcLverte,rbcLverte,68380,Adapt,86462
ADE_25_01365_rbcLverte,rbcLverte,69613,Dada2,4762
ADE_25_01365_rbcLverte,rbcLverte,69613,Adapt,74375
ADE_25_01366_rbcLverte,rbcLverte,96145,Dada2,67033
ADE_25_01366_rbcLverte,rbcLverte,96145,Adapt,163178
ADE_25_01367_rbcLverte,rbcLverte,91378,Dada2,75545
ADE_25_01367_rbcLverte,rbcLverte,91378,Adapt,166923
ADE_25_01368_rbcLverte,rbcLverte,106594,Dada2,67094
ADE_25_01368_rbcLverte,rbcLverte,106594,Adapt,173688
ADE_25_01369_rbcLverte,rbcLverte,87973,Dada2,12312
ADE_25_01369_rbcLverte,rbcLverte,87973,Adapt,100285
ADE_25_01370_rbcLverte,rbcLverte,90694,Dada2,19742
ADE_25_01370_rbcLverte,rbcLverte,90694,Adapt,110436
ADE_25_01371_rbcLverte,rbcLverte,78056,Dada2,16707
ADE_25_01371_rbcLverte,rbcLverte,78056,Adapt,94763
ADE_25_01372_rbcLverte,rbcLverte,93657,Dada2,0
ADE_25_01372_rbcLverte,rbcLverte,93657,Adapt,93657
ADE_25_01373_rbcLverte,rbcLverte,85496,Dada2,33207
ADE_25_01373_rbcLverte,rbcLverte,85496,Adapt,118703
ADE_25_01374_rbcLverte,rbcLverte,89593,Dada2,40510
ADE_25_01374_rbcLverte,rbcLverte,89593,Adapt,130103
ADE_25_01375_rbcLverte,rbcLverte,90280,Dada2,38131
ADE_25_01375_rbcLverte,rbcLverte,90280,Adapt,128411
ADE_25_01376_rbcLverte,rbcLverte,89721,Dada2,19953
ADE_25_01376_rbcLverte,rbcLverte,89721,Adapt,109674
ADE_25_01377_rbcLverte,rbcLverte,93290,Dada2,31100
ADE_25_01377_rbcLverte,rbcLverte,93290,Adapt,124390
ADE_25_01378_rbcLverte,rbcLverte,76751,Dada2,10362
ADE_25_01378_rbcLverte,rbcLverte,76751,Adapt,87113
ADE_25_01379_rbcLverte,rbcLverte,70134,Dada2,6
ADE_25_01379_rbcLverte,rbcLverte,70134,Adapt,70140
ADE_25_01380_rbcLverte,rbcLverte,75848,Dada2,50719
ADE_25_01380_rbcLverte,rbcLverte,75848,Adapt,126567
ADE_25_01381_rbcLverte,rbcLverte,73623,Dada2,70611
ADE_25_01381_rbcLverte,rbcLverte,73623,Adapt,144234
ADE_25_01382_rbcLverte,rbcLverte,78063,Dada2,68355
ADE_25_01382_rbcLverte,rbcLverte,78063,Adapt,146418
ADE_25_01383_rbcLverte,rbcLverte,72640,Dada2,13548
ADE_25_01383_rbcLverte,rbcLverte,72640,Adapt,86188
ADE_25_01384_rbcLverte,rbcLverte,63166,Dada2,11116
ADE_25_01384_rbcLverte,rbcLverte,63166,Adapt,74282
ADE_25_01385_rbcLverte,rbcLverte,84344,Dada2,21491
ADE_25_01385_rbcLverte,rbcLverte,84344,Adapt,105835
ADE_25_01386_rbcLverte,rbcLverte,89745,Dada2,0
ADE_25_01386_rbcLverte,rbcLverte,89745,Adapt,89745
ADE_25_01387_rbcLverte,rbcLverte,94056,Dada2,64219
ADE_25_01387_rbcLverte,rbcLverte,94056,Adapt,158275
ADE_25_01388_rbcLverte,rbcLverte,92621,Dada2,63171
ADE_25_01388_rbcLverte,rbcLverte,92621,Adapt,155792
ADE_25_01389_rbcLverte,rbcLverte,84174,Dada2,65139
ADE_25_01389_rbcLverte,rbcLverte,84174,Adapt,149313
ADE_25_01390_rbcLverte,rbcLverte,89883,Dada2,17912
ADE_25_01390_rbcLverte,rbcLverte,89883,Adapt,107795
ADE_25_01391_rbcLverte,rbcLverte,96425,Dada2,27015
ADE_25_01391_rbcLverte,rbcLverte,96425,Adapt,123440
ADE_25_01392_rbcLverte,rbcLverte,83904,Dada2,23081
ADE_25_01392_rbcLverte,rbcLverte,83904,Adapt,106985
ADE_25_01393_rbcLverte,rbcLverte,92264,Dada2,90
ADE_25_01393_rbcLverte,rbcLverte,92264,Adapt,92354
ADE_25_01394_rbcLverte,rbcLverte,85045,Dada2,34027
ADE_25_01394_rbcLverte,rbcLverte,85045,Adapt,119072
ADE_25_01395_rbcLverte,rbcLverte,131668,Dada2,59607
ADE_25_01395_rbcLverte,rbcLverte,131668,Adapt,191275
ADE_25_01396_rbcLverte,rbcLverte,88075,Dada2,31904
ADE_25_01396_rbcLverte,rbcLverte,88075,Adapt,119979
ADE_25_01397_rbcLverte,rbcLverte,80247,Dada2,24105
ADE_25_01397_rbcLverte,rbcLverte,80247,Adapt,104352
ADE_25_01398_rbcLverte,rbcLverte,88989,Dada2,45396
ADE_25_01398_rbcLverte,rbcLverte,88989,Adapt,134385
ADE_25_01399_rbcLverte,rbcLverte,144356,Dada2,60388
ADE_25_01399_rbcLverte,rbcLverte,144356,Adapt,204744
ADE_25_01400_rbcLverte,rbcLverte,101957,Dada2,0
ADE_25_01400_rbcLverte,rbcLverte,101957,Adapt,101957
ADE_25_01401_rbcLverte,rbcLverte,101061,Dada2,0
ADE_25_01401_rbcLverte,rbcLverte,101061,Adapt,101061
ADE_25_01402_rbcLverte,rbcLverte,85096,Dada2,32
ADE_25_01402_rbcLverte,rbcLverte,85096,Adapt,85128
ADE_25_01403_rbcLverte,rbcLverte,100937,Dada2,8
ADE_25_01403_rbcLverte,rbcLverte,100937,Adapt,100945
ADE_25_01404_rbcLverte,rbcLverte,87027,Dada2,103
ADE_25_01404_rbcLverte,rbcLverte,87027,Adapt,87130
ADE_25_01640_rbcLverte,rbcLverte,114588,Dada2,98
ADE_25_01640_rbcLverte,rbcLverte,114588,Adapt,114686
ADE_25_01641_rbcLverte,rbcLverte,95788,Dada2,0
ADE_25_01641_rbcLverte,rbcLverte,95788,Adapt,95788
ADE_25_01642_rbcLverte,rbcLverte,89579,Dada2,1
ADE_25_01642_rbcLverte,rbcLverte,89579,Adapt,89580
N_25_00090_rbcLverte,rbcLverte,1,Dada2,0
N_25_00090_rbcLverte,rbcLverte,1,Adapt,1
N_25_00091_rbcLverte,rbcLverte,83545,Dada2,0
N_25_00091_rbcLverte,rbcLverte,83545,Adapt,83545
N_25_00092_rbcLverte,rbcLverte,79146,Dada2,0
N_25_00092_rbcLverte,rbcLverte,79146,Adapt,79146
N_25_00093_rbcLverte,rbcLverte,95731,Dada2,0
N_25_00093_rbcLverte,rbcLverte,95731,Adapt,95731
P_25_00072_rbcLverte,rbcLverte,0,Dada2,0
P_25_00072_rbcLverte,rbcLverte,0,Adapt,0
P_25_00073_rbcLverte,rbcLverte,3,Dada2,1
P_25_00073_rbcLverte,rbcLverte,3,Adapt,4
P_25_00074_rbcLverte,rbcLverte,3,Dada2,0
P_25_00074_rbcLverte,rbcLverte,3,Adapt,3
P_25_00075_rbcLverte,rbcLverte,75500,Dada2,857
P_25_00075_rbcLverte,rbcLverte,75500,Adapt,76357
P_25_00076_rbcLverte,rbcLverte,74483,Dada2,0
P_25_00076_rbcLverte,rbcLverte,74483,Adapt,74483
P_25_00077_rbcLverte,rbcLverte,84910,Dada2,0
P_25_00077_rbcLverte,rbcLverte,84910,Adapt,84910
P_25_00078_rbcLverte,rbcLverte,74903,Dada2,146
P_25_00078_rbcLverte,rbcLverte,74903,Adapt,75049
P_25_00079_rbcLverte,rbcLverte,70193,Dada2,1
P_25_00079_rbcLverte,rbcLverte,70193,Adapt,70194
P_25_00080_rbcLverte,rbcLverte,89191,Dada2,0
P_25_00080_rbcLverte,rbcLverte,89191,Adapt,89191
P_25_00081_rbcLverte,rbcLverte,109488,Dada2,2
P_25_00081_rbcLverte,rbcLverte,109488,Adapt,109490
P_25_00082_rbcLverte,rbcLverte,117210,Dada2,6
P_25_00082_rbcLverte,rbcLverte,117210,Adapt,117216
P_25_00083_rbcLverte,rbcLverte,96502,Dada2,3
P_25_00083_rbcLverte,rbcLverte,96502,Adapt,96505
ADE_25_00688_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00688_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00689_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00689_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00690_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00690_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00691_rbcLrouge,rbcLrouge,0,Dada2,1
ADE_25_00691_rbcLrouge,rbcLrouge,0,Adapt,1
ADE_25_00692_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00692_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00693_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00693_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00694_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00694_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00695_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00695_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00696_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00696_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00697_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00697_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00698_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00698_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00699_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00699_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00700_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00700_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00701_rbcLrouge,rbcLrouge,2,Dada2,0
ADE_25_00701_rbcLrouge,rbcLrouge,2,Adapt,2
ADE_25_00702_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00702_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00703_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00703_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00704_rbcLrouge,rbcLrouge,2,Dada2,0
ADE_25_00704_rbcLrouge,rbcLrouge,2,Adapt,2
ADE_25_00705_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00705_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00706_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00706_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00707_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00707_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00708_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00708_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00709_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00709_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00710_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00710_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00711_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00711_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00712_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00712_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00713_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00713_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00714_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00714_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00715_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00715_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00716_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00716_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00717_rbcLrouge,rbcLrouge,2,Dada2,0
ADE_25_00717_rbcLrouge,rbcLrouge,2,Adapt,2
ADE_25_00718_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00718_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00719_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00719_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00720_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00720_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00730_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00730_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00731_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00731_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00732_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00732_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00733_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00733_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00734_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00734_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00735_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00735_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00736_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00736_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00737_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00737_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00738_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00738_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00739_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00739_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00740_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00740_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00741_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00741_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00742_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00742_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00743_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00743_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00744_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00744_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00745_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00745_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00746_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00746_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00747_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00747_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00748_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00748_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00749_rbcLrouge,rbcLrouge,0,Dada2,1
ADE_25_00749_rbcLrouge,rbcLrouge,0,Adapt,1
ADE_25_00750_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00750_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00751_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00751_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00752_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00752_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00753_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00753_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00754_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00754_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00755_rbcLrouge,rbcLrouge,1,Dada2,1
ADE_25_00755_rbcLrouge,rbcLrouge,1,Adapt,2
ADE_25_00756_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00756_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00757_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00757_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00758_rbcLrouge,rbcLrouge,0,Dada2,3
ADE_25_00758_rbcLrouge,rbcLrouge,0,Adapt,3
ADE_25_00759_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00759_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00760_rbcLrouge,rbcLrouge,1,Dada2,1
ADE_25_00760_rbcLrouge,rbcLrouge,1,Adapt,2
ADE_25_00761_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00761_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00762_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00762_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00763_rbcLrouge,rbcLrouge,1,Dada2,0
ADE_25_00763_rbcLrouge,rbcLrouge,1,Adapt,1
ADE_25_00764_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00764_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00765_rbcLrouge,rbcLrouge,0,Dada2,0
ADE_25_00765_rbcLrouge,rbcLrouge,0,Adapt,0
ADE_25_00766_rbcLrouge,rbcLrouge,2,Dada2,0
ADE_25_00766_rbcLrouge,rbcLrouge,2,Adapt,2
